Emotions,Path
sad,../Dataset/ravdess/Actor_07/03-01-04-02-02-02-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-02-01-02-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-01-02-02-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-01-01-02-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-01-01-01-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-02-02-01-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-02-02-02-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-01-02-02-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-01-02-01-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-02-01-01-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-02-01-02-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-02-01-01-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-01-02-01-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-02-02-02-07.wav
neutral,../Dataset/ravdess/Actor_07/03-01-01-01-01-01-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-01-01-02-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-01-01-02-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-02-02-02-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-02-02-01-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-02-02-02-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-01-01-02-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-01-01-01-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-02-01-01-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-02-01-02-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-01-02-02-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-01-02-01-07.wav
neutral,../Dataset/ravdess/Actor_07/03-01-01-01-02-01-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-01-02-02-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-02-01-02-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-01-01-01-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-02-02-01-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-01-01-01-07.wav
neutral,../Dataset/ravdess/Actor_07/03-01-01-01-01-02-07.wav
calm,../Dataset/ravdess/Actor_07/03-01-02-02-02-01-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-01-02-02-07.wav
happy,../Dataset/ravdess/Actor_07/03-01-03-02-01-02-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-01-02-01-07.wav
surprise,../Dataset/ravdess/Actor_07/03-01-08-02-01-01-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-02-01-01-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-02-01-02-07.wav
sad,../Dataset/ravdess/Actor_07/03-01-04-01-02-02-07.wav
disgust,../Dataset/ravdess/Actor_07/03-01-07-01-02-01-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-02-02-01-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-02-02-02-07.wav
fear,../Dataset/ravdess/Actor_07/03-01-06-01-01-02-07.wav
angry,../Dataset/ravdess/Actor_07/03-01-05-01-01-01-07.wav
neutral,../Dataset/ravdess/Actor_06/03-01-01-01-02-02-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-01-02-01-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-02-01-01-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-01-01-02-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-02-02-02-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-01-01-01-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-02-02-01-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-02-02-02-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-02-02-01-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-01-01-01-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-01-01-02-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-02-01-02-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-02-01-01-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-01-02-01-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-01-02-02-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-01-02-02-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-02-01-02-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-02-01-02-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-02-01-01-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-01-02-01-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-01-02-02-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-02-02-02-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-02-02-01-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-01-01-01-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-01-01-02-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-01-01-02-06.wav
neutral,../Dataset/ravdess/Actor_06/03-01-01-01-01-01-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-02-02-02-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-01-02-01-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-02-01-01-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-02-02-02-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-01-01-02-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-01-02-01-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-01-02-02-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-02-01-02-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-02-01-01-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-01-01-01-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-01-01-02-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-02-02-02-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-02-02-01-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-02-02-01-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-01-01-01-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-02-01-02-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-01-02-02-06.wav
neutral,../Dataset/ravdess/Actor_06/03-01-01-01-02-01-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-02-01-02-06.wav
happy,../Dataset/ravdess/Actor_06/03-01-03-01-02-02-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-02-02-01-06.wav
neutral,../Dataset/ravdess/Actor_06/03-01-01-01-01-02-06.wav
calm,../Dataset/ravdess/Actor_06/03-01-02-01-01-01-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-02-01-01-06.wav
surprise,../Dataset/ravdess/Actor_06/03-01-08-01-02-01-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-01-01-01-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-01-01-02-06.wav
fear,../Dataset/ravdess/Actor_06/03-01-06-02-02-02-06.wav
angry,../Dataset/ravdess/Actor_06/03-01-05-02-02-01-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-01-02-01-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-01-02-02-06.wav
sad,../Dataset/ravdess/Actor_06/03-01-04-02-01-02-06.wav
disgust,../Dataset/ravdess/Actor_06/03-01-07-02-01-01-06.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-02-02-01-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-01-01-01-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-01-02-01-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-01-02-02-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-02-01-02-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-02-01-01-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-01-01-01-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-01-01-02-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-02-02-02-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-02-02-01-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-02-02-02-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-01-01-02-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-02-01-01-01.wav
neutral,../Dataset/ravdess/Actor_01/03-01-01-01-02-02-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-01-02-01-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-02-01-01-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-01-02-01-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-02-02-02-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-01-01-02-01.wav
neutral,../Dataset/ravdess/Actor_01/03-01-01-01-01-01-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-02-01-02-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-01-02-02-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-01-01-01-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-01-01-02-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-02-02-02-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-02-02-01-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-01-02-01-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-01-02-02-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-02-01-02-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-02-01-01-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-01-02-02-01.wav
neutral,../Dataset/ravdess/Actor_01/03-01-01-01-02-01-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-02-01-02-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-01-01-01-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-02-02-01-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-01-01-02-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-02-02-02-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-02-02-02-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-02-02-01-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-01-01-01-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-01-01-02-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-02-01-02-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-02-01-01-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-01-02-01-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-01-02-02-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-01-02-01-01.wav
surprise,../Dataset/ravdess/Actor_01/03-01-08-02-01-01-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-02-01-02-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-02-01-01-01.wav
disgust,../Dataset/ravdess/Actor_01/03-01-07-01-02-01-01.wav
sad,../Dataset/ravdess/Actor_01/03-01-04-01-02-02-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-02-02-02-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-02-02-01-01.wav
angry,../Dataset/ravdess/Actor_01/03-01-05-01-01-01-01.wav
fear,../Dataset/ravdess/Actor_01/03-01-06-01-01-02-01.wav
neutral,../Dataset/ravdess/Actor_01/03-01-01-01-01-02-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-01-01-01-01.wav
calm,../Dataset/ravdess/Actor_01/03-01-02-02-02-01-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-01-02-02-01.wav
happy,../Dataset/ravdess/Actor_01/03-01-03-02-01-02-01.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-01-02-01-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-02-01-01-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-02-01-01-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-02-01-02-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-01-02-02-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-01-02-01-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-02-02-01-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-02-02-02-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-01-01-02-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-01-01-01-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-01-01-01-08.wav
neutral,../Dataset/ravdess/Actor_08/03-01-01-01-01-02-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-02-02-01-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-01-02-02-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-02-01-02-08.wav
neutral,../Dataset/ravdess/Actor_08/03-01-01-01-02-01-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-01-02-02-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-02-01-02-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-01-01-01-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-02-02-01-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-01-01-02-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-02-02-02-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-02-02-01-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-02-02-02-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-01-01-02-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-01-01-01-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-02-01-01-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-02-01-02-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-01-02-02-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-01-02-01-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-02-01-01-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-01-02-01-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-02-02-02-08.wav
neutral,../Dataset/ravdess/Actor_08/03-01-01-01-01-01-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-01-01-02-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-02-01-02-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-01-02-02-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-01-01-02-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-01-01-01-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-02-02-01-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-02-02-02-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-01-02-02-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-01-02-01-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-02-01-01-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-02-01-02-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-02-02-01-08.wav
surprise,../Dataset/ravdess/Actor_08/03-01-08-01-01-01-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-01-02-02-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-01-02-01-08.wav
angry,../Dataset/ravdess/Actor_08/03-01-05-02-01-01-08.wav
fear,../Dataset/ravdess/Actor_08/03-01-06-02-01-02-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-01-01-02-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-01-01-01-08.wav
disgust,../Dataset/ravdess/Actor_08/03-01-07-02-02-01-08.wav
sad,../Dataset/ravdess/Actor_08/03-01-04-02-02-02-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-02-02-02-08.wav
happy,../Dataset/ravdess/Actor_08/03-01-03-01-01-02-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-02-01-01-08.wav
calm,../Dataset/ravdess/Actor_08/03-01-02-01-02-01-08.wav
neutral,../Dataset/ravdess/Actor_08/03-01-01-01-02-02-08.wav
happy,../Dataset/crema-d/1008_TAI_HAP_XX.wav
disgust,../Dataset/crema-d/1005_IEO_DIS_LO.wav
disgust,../Dataset/crema-d/1010_IEO_DIS_LO.wav
disgust,../Dataset/crema-d/1005_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1010_TSI_DIS_XX.wav
angry,../Dataset/crema-d/1009_IOM_ANG_XX.wav
sad,../Dataset/crema-d/1009_IWL_SAD_XX.wav
disgust,../Dataset/crema-d/1002_IOM_DIS_XX.wav
neutral,../Dataset/crema-d/1004_ITS_NEU_XX.wav
disgust,../Dataset/crema-d/1007_IWW_DIS_XX.wav
neutral,../Dataset/crema-d/1008_DFA_NEU_XX.wav
sad,../Dataset/crema-d/1008_IWW_SAD_XX.wav
neutral,../Dataset/crema-d/1005_ITH_NEU_XX.wav
neutral,../Dataset/crema-d/1010_ITH_NEU_XX.wav
happy,../Dataset/crema-d/1007_TIE_HAP_XX.wav
happy,../Dataset/crema-d/1001_ITH_HAP_XX.wav
neutral,../Dataset/crema-d/1003_TIE_NEU_XX.wav
neutral,../Dataset/crema-d/1008_MTI_NEU_XX.wav
disgust,../Dataset/crema-d/1006_IWL_DIS_XX.wav
happy,../Dataset/crema-d/1004_MTI_HAP_XX.wav
sad,../Dataset/crema-d/1005_IOM_SAD_XX.wav
sad,../Dataset/crema-d/1010_IOM_SAD_XX.wav
fear,../Dataset/crema-d/1002_IOM_FEA_XX.wav
happy,../Dataset/crema-d/1009_ITH_HAP_XX.wav
fear,../Dataset/crema-d/1007_IWW_FEA_XX.wav
happy,../Dataset/crema-d/1004_DFA_HAP_XX.wav
angry,../Dataset/crema-d/1006_IEO_ANG_LO.wav
happy,../Dataset/crema-d/1004_WSI_HAP_XX.wav
angry,../Dataset/crema-d/1006_TSI_ANG_XX.wav
happy,../Dataset/crema-d/1008_ITS_HAP_XX.wav
sad,../Dataset/crema-d/1001_IWL_SAD_XX.wav
fear,../Dataset/crema-d/1006_IWL_FEA_XX.wav
angry,../Dataset/crema-d/1001_IOM_ANG_XX.wav
angry,../Dataset/crema-d/1004_IWW_ANG_XX.wav
fear,../Dataset/crema-d/1010_IEO_FEA_LO.wav
fear,../Dataset/crema-d/1005_IEO_FEA_LO.wav
sad,../Dataset/crema-d/1002_IEO_SAD_LO.wav
angry,../Dataset/crema-d/1010_IWL_ANG_XX.wav
angry,../Dataset/crema-d/1005_IWL_ANG_XX.wav
neutral,../Dataset/crema-d/1004_TAI_NEU_XX.wav
happy,../Dataset/crema-d/1002_IEO_HAP_MD.wav
sad,../Dataset/crema-d/1002_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1006_IEO_HAP_HI.wav
fear,../Dataset/crema-d/1010_TSI_FEA_XX.wav
fear,../Dataset/crema-d/1005_TSI_FEA_XX.wav
disgust,../Dataset/crema-d/1002_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1002_IEO_DIS_LO.wav
happy,../Dataset/crema-d/1009_IEO_HAP_HI.wav
disgust,../Dataset/crema-d/1001_IWL_DIS_XX.wav
neutral,../Dataset/crema-d/1004_TIE_NEU_XX.wav
happy,../Dataset/crema-d/1006_ITH_HAP_XX.wav
fear,../Dataset/crema-d/1008_IWW_FEA_XX.wav
neutral,../Dataset/crema-d/1002_ITH_NEU_XX.wav
angry,../Dataset/crema-d/1009_IEO_ANG_LO.wav
happy,../Dataset/crema-d/1007_ITS_HAP_XX.wav
angry,../Dataset/crema-d/1009_TSI_ANG_XX.wav
fear,../Dataset/crema-d/1009_IWL_FEA_XX.wav
neutral,../Dataset/crema-d/1003_ITS_NEU_XX.wav
disgust,../Dataset/crema-d/1005_IOM_DIS_XX.wav
disgust,../Dataset/crema-d/1010_IOM_DIS_XX.wav
fear,../Dataset/crema-d/1001_IWL_FEA_XX.wav
sad,../Dataset/crema-d/1006_IWL_SAD_XX.wav
angry,../Dataset/crema-d/1001_TSI_ANG_XX.wav
disgust,../Dataset/crema-d/1008_IWW_DIS_XX.wav
neutral,../Dataset/crema-d/1007_DFA_NEU_XX.wav
happy,../Dataset/crema-d/1003_WSI_HAP_XX.wav
angry,../Dataset/crema-d/1001_IEO_ANG_LO.wav
happy,../Dataset/crema-d/1003_DFA_HAP_XX.wav
neutral,../Dataset/crema-d/1007_WSI_NEU_XX.wav
happy,../Dataset/crema-d/1008_TIE_HAP_XX.wav
sad,../Dataset/crema-d/1007_IWW_SAD_XX.wav
fear,../Dataset/crema-d/1010_IOM_FEA_XX.wav
fear,../Dataset/crema-d/1005_IOM_FEA_XX.wav
disgust,../Dataset/crema-d/1009_IWL_DIS_XX.wav
neutral,../Dataset/crema-d/1007_MTI_NEU_XX.wav
sad,../Dataset/crema-d/1002_IOM_SAD_XX.wav
happy,../Dataset/crema-d/1003_MTI_HAP_XX.wav
fear,../Dataset/crema-d/1002_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1007_TAI_HAP_XX.wav
happy,../Dataset/crema-d/1001_IEO_HAP_HI.wav
sad,../Dataset/crema-d/1005_TSI_SAD_XX.wav
sad,../Dataset/crema-d/1010_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1010_IEO_HAP_MD.wav
happy,../Dataset/crema-d/1005_IEO_HAP_MD.wav
neutral,../Dataset/crema-d/1003_TAI_NEU_XX.wav
angry,../Dataset/crema-d/1002_IWL_ANG_XX.wav
sad,../Dataset/crema-d/1005_IEO_SAD_LO.wav
sad,../Dataset/crema-d/1010_IEO_SAD_LO.wav
fear,../Dataset/crema-d/1002_IEO_FEA_LO.wav
angry,../Dataset/crema-d/1003_IWW_ANG_XX.wav
angry,../Dataset/crema-d/1006_IOM_ANG_XX.wav
happy,../Dataset/crema-d/1002_MTI_HAP_XX.wav
neutral,../Dataset/crema-d/1006_MTI_NEU_XX.wav
disgust,../Dataset/crema-d/1008_IWL_DIS_XX.wav
fear,../Dataset/crema-d/1004_IOM_FEA_XX.wav
sad,../Dataset/crema-d/1003_IOM_SAD_XX.wav
fear,../Dataset/crema-d/1001_IWW_FEA_XX.wav
happy,../Dataset/crema-d/1009_TIE_HAP_XX.wav
sad,../Dataset/crema-d/1006_IWW_SAD_XX.wav
happy,../Dataset/crema-d/1002_DFA_HAP_XX.wav
neutral,../Dataset/crema-d/1006_WSI_NEU_XX.wav
neutral,../Dataset/crema-d/1006_DFA_NEU_XX.wav
disgust,../Dataset/crema-d/1009_IWW_DIS_XX.wav
happy,../Dataset/crema-d/1002_WSI_HAP_XX.wav
sad,../Dataset/crema-d/1007_IWL_SAD_XX.wav
angry,../Dataset/crema-d/1007_IOM_ANG_XX.wav
angry,../Dataset/crema-d/1002_IWW_ANG_XX.wav
sad,../Dataset/crema-d/1004_IEO_SAD_LO.wav
fear,../Dataset/crema-d/1003_IEO_FEA_LO.wav
neutral,../Dataset/crema-d/1002_TAI_NEU_XX.wav
angry,../Dataset/crema-d/1003_IWL_ANG_XX.wav
happy,../Dataset/crema-d/1006_TAI_HAP_XX.wav
fear,../Dataset/crema-d/1003_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1004_IEO_HAP_MD.wav
sad,../Dataset/crema-d/1004_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1008_IEO_HAP_HI.wav
disgust,../Dataset/crema-d/1003_IEO_DIS_LO.wav
disgust,../Dataset/crema-d/1003_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1004_IOM_DIS_XX.wav
fear,../Dataset/crema-d/1008_IWL_FEA_XX.wav
neutral,../Dataset/crema-d/1002_ITS_NEU_XX.wav
happy,../Dataset/crema-d/1006_ITS_HAP_XX.wav
angry,../Dataset/crema-d/1008_TSI_ANG_XX.wav
disgust,../Dataset/crema-d/1001_IWW_DIS_XX.wav
angry,../Dataset/crema-d/1008_IEO_ANG_LO.wav
fear,../Dataset/crema-d/1009_IWW_FEA_XX.wav
neutral,../Dataset/crema-d/1003_ITH_NEU_XX.wav
happy,../Dataset/crema-d/1001_TIE_HAP_XX.wav
happy,../Dataset/crema-d/1007_ITH_HAP_XX.wav
neutral,../Dataset/crema-d/1010_TIE_NEU_XX.wav
neutral,../Dataset/crema-d/1005_TIE_NEU_XX.wav
fear,../Dataset/crema-d/1007_IWL_FEA_XX.wav
angry,../Dataset/crema-d/1007_TSI_ANG_XX.wav
happy,../Dataset/crema-d/1009_ITS_HAP_XX.wav
happy,../Dataset/crema-d/1005_WSI_HAP_XX.wav
happy,../Dataset/crema-d/1010_WSI_HAP_XX.wav
neutral,../Dataset/crema-d/1001_DFA_NEU_XX.wav
neutral,../Dataset/crema-d/1001_WSI_NEU_XX.wav
angry,../Dataset/crema-d/1007_IEO_ANG_LO.wav
happy,../Dataset/crema-d/1010_DFA_HAP_XX.wav
happy,../Dataset/crema-d/1005_DFA_HAP_XX.wav
sad,../Dataset/crema-d/1001_IWW_SAD_XX.wav
fear,../Dataset/crema-d/1006_IWW_FEA_XX.wav
happy,../Dataset/crema-d/1008_ITH_HAP_XX.wav
sad,../Dataset/crema-d/1004_IOM_SAD_XX.wav
fear,../Dataset/crema-d/1003_IOM_FEA_XX.wav
neutral,../Dataset/crema-d/1001_MTI_NEU_XX.wav
happy,../Dataset/crema-d/1010_MTI_HAP_XX.wav
happy,../Dataset/crema-d/1005_MTI_HAP_XX.wav
sad,../Dataset/crema-d/1003_TSI_SAD_XX.wav
happy,../Dataset/crema-d/1007_IEO_HAP_HI.wav
happy,../Dataset/crema-d/1003_IEO_HAP_MD.wav
fear,../Dataset/crema-d/1004_TSI_FEA_XX.wav
happy,../Dataset/crema-d/1001_TAI_HAP_XX.wav
angry,../Dataset/crema-d/1004_IWL_ANG_XX.wav
neutral,../Dataset/crema-d/1010_TAI_NEU_XX.wav
neutral,../Dataset/crema-d/1005_TAI_NEU_XX.wav
fear,../Dataset/crema-d/1004_IEO_FEA_LO.wav
sad,../Dataset/crema-d/1003_IEO_SAD_LO.wav
angry,../Dataset/crema-d/1005_IWW_ANG_XX.wav
angry,../Dataset/crema-d/1010_IWW_ANG_XX.wav
angry,../Dataset/crema-d/1008_IOM_ANG_XX.wav
disgust,../Dataset/crema-d/1004_TSI_DIS_XX.wav
disgust,../Dataset/crema-d/1004_IEO_DIS_LO.wav
happy,../Dataset/crema-d/1009_TAI_HAP_XX.wav
disgust,../Dataset/crema-d/1007_IWL_DIS_XX.wav
sad,../Dataset/crema-d/1009_IWW_SAD_XX.wav
happy,../Dataset/crema-d/1006_TIE_HAP_XX.wav
neutral,../Dataset/crema-d/1004_ITH_NEU_XX.wav
neutral,../Dataset/crema-d/1009_WSI_NEU_XX.wav
neutral,../Dataset/crema-d/1009_DFA_NEU_XX.wav
disgust,../Dataset/crema-d/1006_IWW_DIS_XX.wav
happy,../Dataset/crema-d/1001_ITS_HAP_XX.wav
sad,../Dataset/crema-d/1008_IWL_SAD_XX.wav
neutral,../Dataset/crema-d/1010_ITS_NEU_XX.wav
neutral,../Dataset/crema-d/1005_ITS_NEU_XX.wav
disgust,../Dataset/crema-d/1003_IOM_DIS_XX.wav
